Country or territory of asylum or residence,Country or territory of origin,Year,Refugees,Refugees assisted by UNHCR,Total refugees and people in refugee-like situations,Total refugees and people in refugee-like situations assisted by UNHCR
Ghana,Côte d'Ivoire,2016,6453,6453,6453,6453
Ghana,Dem. Rep. of the Congo,2016,43,43,43,43
Ghana,Eritrea,2016,11,11,11,11
Ghana,Ethiopia,2016,4,4,4,4
Ghana,Iraq,2016,11,11,11,11
Ghana,Jordan,2016,1,1,1,1
Ghana,Lebanon,2016,7,7,7,7
Ghana,Liberia,2016,1358,1358,1358,1358
Ghana,Niger,2016,1,1,1,1
Ghana,Nigeria,2016,11,11,11,11
Ghana,Pakistan,2016,26,26,26,26
Ghana,Rwanda,2016,33,33,33,33
Ghana,Sierra Leone,2016,77,77,77,77
Ghana,Somalia,2016,55,55,55,55
Ghana,South Sudan,2016,4,4,4,4
Ghana,State of Palestine,2016,13,13,13,13
Ghana,Sudan,2016,288,288,288,288
Ghana,Syrian Arab Rep.,2016,8,8,8,8
Ghana,Togo,2016,3299,3299,3299,3299
Ghana,Uganda,2016,6,6,6,6
Ghana,Uzbekistan,2016,9,9,9,9
Greece,Afghanistan,2016,2127,,11440,
Greece,Albania,2016,146,,146,
Greece,Algeria,2016,39,,39,
Greece,Angola,2016,4,,4,
Greece,Armenia,2016,11,,11,
Greece,Azerbaijan,2016,4,,4,
Greece,Bangladesh,2016,220,,220,
Greece,Belarus,2016,5,,5,
Greece,Bhutan,2016,1,,1,
Greece,Burkina Faso,2016,14,,14,
Greece,Burundi,2016,7,,7,
Greece,Cameroon,2016,94,,94,
Greece,Canada,2016,2,,2,
Greece,Central African Rep.,2016,7,,7,
Greece,Chad,2016,1,,1,
Greece,Chile,2016,1,,1,
Greece,China,2016,46,,46,
Greece,Comoros,2016,2,,2,
Greece,Congo,2016,37,,37,
Greece,Côte d'Ivoire,2016,60,,60,
Greece,Dem. Rep. of the Congo,2016,135,,135,
Greece,Dominican Rep.,2016,4,,4,
Greece,Egypt,2016,159,,159,
Greece,El Salvador,2016,6,,6,
Greece,Eritrea,2016,332,,403,
Greece,Ethiopia,2016,208,,208,
Greece,Gambia,2016,23,,23,
Greece,Georgia,2016,266,,266,
Greece,Ghana,2016,44,,44,
Greece,Guinea,2016,48,,48,
Greece,Guinea-Bissau,2016,1,,1,
Greece,Haiti,2016,1,,1,
Greece,Honduras,2016,2,,2,
Greece,India,2016,27,,27,
Greece,Indonesia,2016,12,,12,
Greece,Iraq,2016,1462,,8161,
Greece,Islamic Rep. of Iran,2016,693,,693,
Greece,Israel,2016,2,,2,
Greece,Jordan,2016,4,,4,
Greece,Kazakhstan,2016,3,,3,
Greece,Kenya,2016,28,,28,
Greece,Kyrgyzstan,2016,2,,2,
Greece,Lebanon,2016,16,,16,
Greece,Libya,2016,24,,24,
Greece,Madagascar,2016,2,,2,
Greece,Mali,2016,20,,20,
Greece,Mauritania,2016,41,,41,
Greece,Morocco,2016,61,,61,
Greece,Myanmar,2016,15,,15,
Greece,Nepal,2016,1,,1,
Greece,Nigeria,2016,237,,237,
Greece,Pakistan,2016,590,,590,
Greece,Philippines,2016,7,,7,
Greece,Rep. of Moldova,2016,11,,11,
Greece,Russian Federation,2016,10,,10,
Greece,Rwanda,2016,7,,7,
Greece,Saudi Arabia,2016,2,,2,
Greece,Senegal,2016,46,,46,
Greece,Serbia,2016,26,,26,
Greece,Sierra Leone,2016,28,,28,
Greece,Somalia,2016,262,,262,
Greece,South Sudan,2016,7,,7,
Greece,Sri Lanka,2016,39,,39,
Greece,State of Palestine,2016,155,,155,
Greece,Stateless,2016,207,,207,
Greece,Sudan,2016,372,,372,
Greece,Swaziland,2016,1,,1,
Greece,Syrian Arab Rep.,2016,5560,,14420,
Greece,Togo,2016,6,,6,
Greece,Tunisia,2016,6,,6,
Greece,Turkey,2016,146,,146,
Greece,Uganda,2016,18,,18,
Greece,Ukraine,2016,112,,112,
Greece,United Rep. of Tanzania,2016,10,,10,
Greece,Uzbekistan,2016,13,,13,
Greece,Various,2016,7066,,7066,
Greece,Viet Nam,2016,7,,7,
Greece,Western Sahara,2016,1,,1,
Greece,Yemen,2016,57,,57,
Greece,Zambia,2016,1,,1,
Greece,Zimbabwe,2016,4,,4,
Grenada,Syrian Arab Rep.,2016,1,1,1,1
Guatemala,Bolivia (Plurinational State of),2016,1,,1,
Guatemala,Colombia,2016,6,3,6,3
Guatemala,Cuba,2016,2,1,2,1
Guatemala,El Salvador,2016,150,133,150,133
Guatemala,Honduras,2016,33,33,33,33
Guatemala,Jamaica,2016,1,1,1,1
Guatemala,Nicaragua,2016,100,40,100,40
Guatemala,Ukraine,2016,1,,1,
Guatemala,Venezuela (Bolivarian Republic of),2016,6,6,6,6
Guinea,Burundi,2016,4,4,4,4
Guinea,Central African Rep.,2016,34,34,34,34
Guinea,Chad,2016,1,1,1,1
Guinea,Côte d'Ivoire,2016,4504,4504,4504,4504
Guinea,Dem. Rep. of the Congo,2016,23,23,23,23
Guinea,Liberia,2016,295,295,295,295
Guinea,Mali,2016,3,3,3,3
Guinea,Niger,2016,1,1,1,1
Guinea,Nigeria,2016,7,7,7,7
Guinea,Rwanda,2016,10,10,10,10
Guinea,Sierra Leone,2016,169,169,169,169
Guinea,Somalia,2016,1,1,1,1
Guinea,Sri Lanka,2016,8,8,8,8
Guinea,Togo,2016,7,7,7,7
Guinea,Uganda,2016,1,1,1,1
Guinea-Bissau,Burundi,2016,11,11,11,11
Guinea-Bissau,Congo,2016,3,3,3,3
Guinea-Bissau,Côte d'Ivoire,2016,16,16,16,16
Guinea-Bissau,Dem. Rep. of the Congo,2016,5,5,5,5
Guinea-Bissau,Gambia,2016,5,5,5,5
Guinea-Bissau,Guinea,2016,10,10,10,10
Guinea-Bissau,Liberia,2016,5,5,5,5
Guinea-Bissau,Senegal,2016,8374,8374,8374,8374
Guinea-Bissau,Sierra Leone,2016,22,22,22,22
Guinea-Bissau,Togo,2016,1,1,1,1
Guinea-Bissau,Various,2016,811,811,811,811
Guyana,Dem. Rep. of the Congo,2016,7,7,7,7
Guyana,Rwanda,2016,4,4,4,4
Haiti,Ethiopia,2016,3,3,3,3
Haiti,Libya,2016,1,1,1,1
Haiti,Niger,2016,1,1,1,1
Honduras,El Salvador,2016,5,3,5,3
Honduras,Haiti,2016,1,1,1,1
Honduras,Islamic Rep. of Iran,2016,3,3,3,3
Honduras,Nicaragua,2016,6,4,6,4
Honduras,Venezuela (Bolivarian Republic of),2016,1,1,1,1
"Hong Kong SAR, China",Afghanistan,2016,1,,1,
"Hong Kong SAR, China",Bangladesh,2016,2,,2,
"Hong Kong SAR, China",Burundi,2016,1,,1,
"Hong Kong SAR, China",Central African Rep.,2016,1,,1,
"Hong Kong SAR, China",Côte d'Ivoire,2016,2,,2,
"Hong Kong SAR, China",Egypt,2016,2,,2,
"Hong Kong SAR, China",Gambia,2016,1,,1,
"Hong Kong SAR, China",Indonesia,2016,4,,4,
"Hong Kong SAR, China",Jordan,2016,1,,1,
"Hong Kong SAR, China",Nepal,2016,1,,1,
"Hong Kong SAR, China",Pakistan,2016,10,,10,
"Hong Kong SAR, China",Russian Federation,2016,2,,2,
"Hong Kong SAR, China",Rwanda,2016,19,,19,
"Hong Kong SAR, China",Somalia,2016,27,,27,
"Hong Kong SAR, China",Sri Lanka,2016,25,,25,
"Hong Kong SAR, China",State of Palestine,2016,2,,2,
"Hong Kong SAR, China",Uganda,2016,5,,5,
"Hong Kong SAR, China",United Kingdom,2016,2,,2,
"Hong Kong SAR, China",Viet Nam,2016,2,,2,
Hungary,Afghanistan,2016,1008,,1008,
Hungary,Albania,2016,2,,2,
Hungary,Algeria,2016,15,,15,
Hungary,Angola,2016,5,,5,
Hungary,Armenia,2016,47,,47,
Hungary,Azerbaijan,2016,13,,13,
Hungary,Bangladesh,2016,8,,8,
Hungary,Bosnia and Herzegovina,2016,1,,1,
Hungary,Burkina Faso,2016,1,,1,
Hungary,Cameroon,2016,34,,34,
Hungary,Central African Rep.,2016,1,,1,
Hungary,China,2016,7,,7,
Hungary,Colombia,2016,1,,1,
Hungary,Comoros,2016,2,,2,
Hungary,Congo,2016,11,,11,
Hungary,Côte d'Ivoire,2016,15,,15,
Hungary,Croatia,2016,5,,5,
Hungary,Cuba,2016,75,,75,
Hungary,Dem. Rep. of the Congo,2016,22,,22,
Hungary,Dominican Rep.,2016,1,,1,
Hungary,Egypt,2016,14,,14,
Hungary,Eritrea,2016,49,,49,
Hungary,Ethiopia,2016,31,,31,
Hungary,Georgia,2016,61,,61,
Hungary,Ghana,2016,5,,5,
Hungary,Guinea,2016,6,,6,
Hungary,India,2016,4,,4,
Hungary,Iraq,2016,466,,466,
Hungary,Islamic Rep. of Iran,2016,112,,112,
Hungary,Jordan,2016,3,,3,
Hungary,Kazakhstan,2016,2,,2,
Hungary,Kenya,2016,1,,1,
Hungary,Kuwait,2016,1,,1,
Hungary,Lebanon,2016,7,,7,
Hungary,Liberia,2016,2,,2,
Hungary,Libya,2016,4,,4,
Hungary,Mali,2016,3,,3,
Hungary,Mauritania,2016,3,,3,
Hungary,Mongolia,2016,1,,1,
Hungary,Morocco,2016,2,,2,
Hungary,Myanmar,2016,3,,3,
Hungary,Nepal,2016,11,,11,
Hungary,Nigeria,2016,52,,52,
Hungary,Pakistan,2016,55,,55,
Hungary,Rep. of Moldova,2016,4,,4,
Hungary,Romania,2016,30,,30,
Hungary,Russian Federation,2016,36,,36,
Hungary,Saudi Arabia,2016,1,,1,
Hungary,Senegal,2016,2,,2,
Hungary,Serbia,2016,37,,37,
Hungary,Sierra Leone,2016,3,,3,
Hungary,Somalia,2016,644,,644,
Hungary,Sri Lanka,2016,12,,12,
Hungary,State of Palestine,2016,82,,82,
Hungary,Stateless,2016,76,,76,
Hungary,Sudan,2016,69,,69,
Hungary,Syrian Arab Rep.,2016,584,,584,
Hungary,Togo,2016,1,,1,
Hungary,Tunisia,2016,7,,7,
Hungary,Turkey,2016,36,,36,
Hungary,Uganda,2016,6,,6,
Hungary,Ukraine,2016,19,,19,
Hungary,United Rep. of Tanzania,2016,1,,1,
Hungary,United States,2016,2,,2,
Hungary,Uzbekistan,2016,8,,8,
Hungary,Various,2016,897,67,897,67
Hungary,Viet Nam,2016,1,,1,
Hungary,Yemen,2016,14,,14,
Hungary,Zimbabwe,2016,4,,4,
Iceland,Afghanistan,2016,12,,12,
Iceland,Albania,2016,3,,3,
Iceland,Armenia,2016,4,,4,
Iceland,Belarus,2016,1,,1,
Iceland,Cameroon,2016,2,,2,
Iceland,China,2016,3,,3,
Iceland,Eritrea,2016,9,,9,
Iceland,Ethiopia,2016,1,,1,
Iceland,Georgia,2016,1,,1,
Iceland,India,2016,1,,1,
Iceland,Iraq,2016,6,,6,
Iceland,Islamic Rep. of Iran,2016,25,,25,
Iceland,Kenya,2016,4,,4,
Iceland,Libya,2016,3,,3,
Iceland,Mali,2016,1,,1,
Iceland,Mauritania,2016,3,,3,
Iceland,Nepal,2016,2,,2,
Iceland,Nigeria,2016,2,,2,
Iceland,Pakistan,2016,2,,2,
Iceland,Rep. of Moldova,2016,2,,2,
Iceland,Russian Federation,2016,9,,9,
Iceland,Senegal,2016,2,,2,
Iceland,Serbia,2016,3,,3,
Iceland,Somalia,2016,7,,7,
Iceland,Sri Lanka,2016,4,,4,
Iceland,Stateless,2016,8,,8,
Iceland,Sudan,2016,2,,2,
Iceland,Syrian Arab Rep.,2016,37,,37,
Iceland,The former Yugoslav Rep. of Macedonia,2016,4,,4,
Iceland,Turkey,2016,1,,1,
Iceland,Ukraine,2016,12,,12,
Iceland,Uzbekistan,2016,1,,1,
Iceland,Various,2016,2,,2,
India,Afghanistan,2016,7693,7693,7693,7693
India,Angola,2016,1,1,1,1
India,Bosnia and Herzegovina,2016,1,1,1,1
India,Burundi,2016,2,2,2,2
India,Cameroon,2016,1,1,1,1
India,China,2016,110098,3,110098,3
India,Congo,2016,1,1,1,1
India,Côte d'Ivoire,2016,7,7,7,7
India,Dem. Rep. of the Congo,2016,50,50,50,50
India,Egypt,2016,1,1,1,1
India,Eritrea,2016,38,38,38,38
India,Ethiopia,2016,21,21,21,21
India,Iraq,2016,363,363,363,363
India,Islamic Rep. of Iran,2016,65,65,65,65
India,Kazakhstan,2016,1,1,1,1
India,Lao People's Dem. Rep.,2016,1,1,1,1
India,Libya,2016,3,3,3,3
India,Maldives,2016,3,3,3,3
India,Myanmar,2016,15561,15561,15561,15561
India,Pakistan,2016,1,1,1,1
India,Rwanda,2016,3,3,3,3
India,Saudi Arabia,2016,3,3,3,3
India,Somalia,2016,554,554,554,554
India,South Sudan,2016,2,2,2,2
India,Sri Lanka,2016,63162,,63162,
India,State of Palestine,2016,68,68,68,68
India,Sudan,2016,78,78,78,78
India,Syrian Arab Rep.,2016,65,65,65,65
India,Yemen,2016,4,4,4,4
Indonesia,Afghanistan,2016,4379,4379,4379,4379
Indonesia,Cameroon,2016,2,2,2,2
Indonesia,China,2016,9,9,9,9
Indonesia,Dem. Rep. of the Congo,2016,3,3,3,3
Indonesia,Egypt,2016,14,14,14,14
Indonesia,Eritrea,2016,23,23,23,23
Indonesia,Ethiopia,2016,64,64,64,64
Indonesia,Gambia,2016,1,1,1,1
Indonesia,Iraq,2016,374,374,374,374
Indonesia,Islamic Rep. of Iran,2016,246,246,246,246
Indonesia,Kuwait,2016,10,10,10,10
Indonesia,Myanmar,2016,887,887,887,887
Indonesia,Pakistan,2016,335,335,335,335
Indonesia,Somalia,2016,548,548,548,548
Indonesia,Sri Lanka,2016,343,343,343,343
Indonesia,State of Palestine,2016,350,350,350,350
Indonesia,Sudan,2016,196,196,196,196
Indonesia,Syrian Arab Rep.,2016,30,30,30,30
Indonesia,Uganda,2016,1,1,1,1
Indonesia,United Arab Emirates,2016,1,1,1,1
Indonesia,Yemen,2016,11,11,11,11
Iraq,Afghanistan,2016,11,11,11,11
Iraq,Ethiopia,2016,3,3,3,3
Iraq,Islamic Rep. of Iran,2016,7545,7545,7545,7545
Iraq,Jordan,2016,9,9,9,9
Iraq,Morocco,2016,1,1,1,1
Iraq,South Sudan,2016,2,2,2,2
Iraq,State of Palestine,2016,7703,7703,7703,7703
Iraq,Sudan,2016,62,62,62,62
Iraq,Syrian Arab Rep.,2016,230836,230836,230836,230836
Iraq,Turkey,2016,15692,15692,15692,15692
Iraq,Yemen,2016,24,24,24,24
Ireland,Afghanistan,2016,222,4,222,4
Ireland,Albania,2016,74,,74,
Ireland,Algeria,2016,186,,186,
Ireland,Angola,2016,237,,237,
Ireland,Armenia,2016,11,,11,
Ireland,Azerbaijan,2016,15,,15,
Ireland,Bahrain,2016,1,,1,
Ireland,Bangladesh,2016,25,,25,
Ireland,Belarus,2016,44,,44,
Ireland,Benin,2016,3,,3,
Ireland,Bhutan,2016,9,,9,
Ireland,Bolivia (Plurinational State of),2016,8,,8,
Ireland,Bosnia and Herzegovina,2016,14,,14,
Ireland,Botswana,2016,1,,1,
Ireland,Brazil,2016,2,,2,
Ireland,Burkina Faso,2016,1,,1,
Ireland,Burundi,2016,23,1,23,1
Ireland,Cameroon,2016,84,,84,
Ireland,Central African Rep.,2016,9,,9,
Ireland,Chad,2016,2,,2,
Ireland,China,2016,52,,52,
Ireland,Congo,2016,188,1,188,1
Ireland,Côte d'Ivoire,2016,18,1,18,1
Ireland,Cuba,2016,22,,22,
Ireland,Dem. People's Rep. of Korea,2016,3,,3,
Ireland,Dem. Rep. of the Congo,2016,385,4,385,4
Ireland,Ecuador,2016,1,,1,
Ireland,Egypt,2016,30,,30,
Ireland,El Salvador,2016,1,,1,
Ireland,Equatorial Guinea,2016,1,,1,
Ireland,Eritrea,2016,47,,47,
Ireland,Ethiopia,2016,42,,42,
Ireland,Gambia,2016,4,,4,
Ireland,Georgia,2016,70,,70,
Ireland,Ghana,2016,26,,26,
Ireland,Guinea,2016,18,,18,
Ireland,Honduras,2016,4,,4,
Ireland,India,2016,4,,4,
Ireland,Indonesia,2016,1,,1,
Ireland,Iraq,2016,420,2,420,2
Ireland,Islamic Rep. of Iran,2016,131,5,131,5
Ireland,Israel,2016,4,,4,
Ireland,Jamaica,2016,2,,2,
Ireland,Japan,2016,1,,1,
Ireland,Jordan,2016,6,,6,
Ireland,Kazakhstan,2016,35,,35,
Ireland,Kenya,2016,56,,56,
Ireland,Kuwait,2016,46,,46,
Ireland,Kyrgyzstan,2016,4,,4,
Ireland,Lebanon,2016,13,,13,
Ireland,Lesotho,2016,2,,2,
Ireland,Liberia,2016,23,,23,
Ireland,Libya,2016,226,,226,
Ireland,Malawi,2016,43,,43,
Ireland,Malaysia,2016,3,,3,
Ireland,Mali,2016,8,,8,
Ireland,Mauritania,2016,3,,3,
Ireland,Mauritius,2016,6,,6,
Ireland,Mongolia,2016,4,,4,
Ireland,Montenegro,2016,6,,6,
Ireland,Morocco,2016,8,,8,
Ireland,Mozambique,2016,7,,7,
Ireland,Myanmar,2016,10,1,10,1
Ireland,Namibia,2016,2,,2,
Ireland,Nepal,2016,1,,1,
Ireland,Niger,2016,4,,4,
Ireland,Nigeria,2016,423,,423,
Ireland,Pakistan,2016,168,,168,
Ireland,Panama,2016,1,,1,
Ireland,Philippines,2016,1,,1,
Ireland,Rep. of Moldova,2016,105,,105,
Ireland,Russian Federation,2016,154,,154,
Ireland,Rwanda,2016,65,,65,
Ireland,Saudi Arabia,2016,9,,9,
Ireland,Senegal,2016,1,,1,
Ireland,Serbia,2016,201,,201,
Ireland,Sierra Leone,2016,53,,53,
Ireland,Somalia,2016,480,4,480,4
Ireland,South Africa,2016,51,,51,
Ireland,Sri Lanka,2016,19,,19,
Ireland,State of Palestine,2016,90,,90,
Ireland,Stateless,2016,7,,7,
Ireland,Sudan,2016,183,1,183,1
Ireland,Swaziland,2016,15,,15,
Ireland,Syrian Arab Rep.,2016,243,72,243,72
Ireland,Tajikistan,2016,12,,12,
Ireland,Thailand,2016,2,,2,
Ireland,The former Yugoslav Rep. of Macedonia,2016,2,,2,
Ireland,Togo,2016,37,,37,
Ireland,Tunisia,2016,2,,2,
Ireland,Turkey,2016,13,,13,
Ireland,Uganda,2016,40,,40,
Ireland,Ukraine,2016,108,,108,
Ireland,United Rep. of Tanzania,2016,9,,9,
Ireland,Uzbekistan,2016,24,,24,
Ireland,Venezuela (Bolivarian Republic of),2016,7,,7,
Ireland,Viet Nam,2016,7,,7,
Ireland,Yemen,2016,4,,4,
Ireland,Zambia,2016,4,,4,
Ireland,Zimbabwe,2016,229,2,229,2
Islamic Rep. of Iran,Afghanistan,2016,951142,951142,951142,951142
Islamic Rep. of Iran,Iraq,2016,28268,28268,28268,28268
Islamic Rep. of Iran,Kuwait,2016,8,8,8,8
Islamic Rep. of Iran,Pakistan,2016,10,10,10,10
Islamic Rep. of Iran,Uzbekistan,2016,7,7,7,7
Israel,Armenia,2016,2,,2,
Israel,Burundi,2016,1,,1,
Israel,Cameroon,2016,1,,1,
Israel,Central African Rep.,2016,1,,1,
Israel,Chad,2016,2,1,2,1
Israel,Colombia,2016,2,,2,
Israel,Côte d'Ivoire,2016,4,,4,
Israel,Dem. People's Rep. of Korea,2016,3,,3,
Israel,Dem. Rep. of the Congo,2016,,,208,50
Israel,Eritrea,2016,157,62,27812,3062
Israel,Ethiopia,2016,93,25,93,25
Israel,Iraq,2016,9,9,9,9
Israel,Islamic Rep. of Iran,2016,6,6,6,6
Israel,Lebanon,2016,2,2,2,2
Israel,Liberia,2016,2,,2,
Israel,Mauritania,2016,1,1,1,1
Israel,Mongolia,2016,1,,1,
Israel,Myanmar,2016,1,,1,
Israel,Nepal,2016,1,,1,
Israel,Niger,2016,1,,1,
Israel,Nigeria,2016,4,1,4,1
Israel,Rwanda,2016,1,,1,
Israel,Sierra Leone,2016,3,,3,
Israel,South Sudan,2016,59,50,127,80
Israel,Sudan,2016,43,43,4647,1543
Israel,Syrian Arab Rep.,2016,1,1,1,1
Israel,Turkey,2016,2,,2,
Israel,Various,2016,7,,7,
Israel,Zimbabwe,2016,1,,1,
Italy,Afghanistan,2016,16033,,16033,
Italy,Albania,2016,458,,458,
Italy,Algeria,2016,165,,165,
Italy,Angola,2016,44,,44,
Italy,Armenia,2016,288,,288,
Italy,Australia,2016,1,,1,
Italy,Azerbaijan,2016,73,,73,
Italy,Bahrain,2016,4,,4,
Italy,Bangladesh,2016,4077,,4077,
Italy,Belarus,2016,39,,39,
Italy,Benin,2016,175,,175,
Italy,Bhutan,2016,2,,2,
Italy,Bolivia (Plurinational State of),2016,14,,14,
Italy,Bosnia and Herzegovina,2016,568,,568,
Italy,Botswana,2016,1,,1,
Italy,Brazil,2016,64,,64,
Italy,Burkina Faso,2016,914,,914,
Italy,Burundi,2016,18,,18,
Italy,Cabo Verde,2016,2,,2,
Italy,Cambodia,2016,3,,3,
Italy,Cameroon,2016,970,,970,
Italy,Canada,2016,1,,1,
Italy,Central African Rep.,2016,75,,75,
Italy,Chad,2016,425,,425,
Italy,Chile,2016,9,,9,
Italy,China,2016,155,,155,
Italy,Colombia,2016,368,,368,
Italy,Comoros,2016,1,,1,
Italy,Congo,2016,456,,456,
Italy,Costa Rica,2016,2,,2,
Italy,Côte d'Ivoire,2016,5805,,5805,
Italy,Croatia,2016,18,,18,
Italy,Cuba,2016,174,,174,
Italy,Dem. Rep. of the Congo,2016,506,,506,
Italy,Djibouti,2016,1,,1,
Italy,Dominica,2016,1,,1,
Italy,Dominican Rep.,2016,9,,9,
Italy,Ecuador,2016,22,,22,
Italy,Egypt,2016,1672,,1672,
Italy,El Salvador,2016,291,,291,
Italy,Equatorial Guinea,2016,15,,15,
Italy,Eritrea,2016,10049,,10049,
Italy,Ethiopia,2016,1557,,1557,
Italy,Gabon,2016,26,,26,
Italy,Gambia,2016,7723,,7723,
Italy,Georgia,2016,259,,259,
Italy,Ghana,2016,3769,,3769,
Italy,Grenada,2016,1,,1,
Italy,Guatemala,2016,6,,6,
Italy,Guinea,2016,2334,,2334,
Italy,Guinea-Bissau,2016,524,,524,
Italy,Haiti,2016,9,,9,
Italy,Honduras,2016,19,,19,
Italy,India,2016,140,,140,
Italy,Iraq,2016,4264,,4264,
Italy,Islamic Rep. of Iran,2016,1756,,1756,
Italy,Israel,2016,4,,4,
Italy,Jamaica,2016,1,,1,
Italy,Jordan,2016,26,,26,
Italy,Kazakhstan,2016,6,,6,
Italy,Kenya,2016,132,,132,
Italy,Kuwait,2016,6,,6,
Italy,Kyrgyzstan,2016,6,,6,
Italy,Lebanon,2016,349,,349,
Italy,Lesotho,2016,1,,1,
Italy,Liberia,2016,673,,673,
Italy,Libya,2016,603,,603,
Italy,Madagascar,2016,19,,19,
Italy,Malawi,2016,4,,4,
Italy,Malaysia,2016,1,,1,
Italy,Mali,2016,11327,,11327,
Italy,Mauritania,2016,331,,331,
Italy,Mauritius,2016,9,,9,
Italy,Mexico,2016,5,,5,
Italy,Mongolia,2016,6,,6,
Italy,Montenegro,2016,75,,75,
Italy,Morocco,2016,477,,477,
Italy,Mozambique,2016,3,,3,
Italy,Myanmar,2016,33,,33,
Italy,Namibia,2016,4,,4,
Italy,Nepal,2016,78,,78,
Italy,Nicaragua,2016,11,,11,
Italy,Niger,2016,358,,358,
Italy,Nigeria,2016,14247,,14247,
Italy,Pakistan,2016,13412,,13412,
Italy,Palau,2016,2,,2,
Italy,Paraguay,2016,2,,2,
Italy,Peru,2016,56,,56,
Italy,Philippines,2016,15,,15,
Italy,Rep. of Korea,2016,1,,1,
Italy,Rep. of Moldova,2016,131,,131,
Italy,Russian Federation,2016,198,,198,
Italy,Rwanda,2016,15,,15,
Italy,San Marino,2016,1,,1,
Italy,Saudi Arabia,2016,6,,6,
Italy,Senegal,2016,4762,,4762,
Italy,Serbia,2016,2885,,2885,
Italy,Sierra Leone,2016,458,,458,
Italy,Somalia,2016,14336,,14336,
Italy,South Africa,2016,3,,3,
Italy,South Sudan,2016,61,,61,
Italy,Sri Lanka,2016,727,,727,
Italy,State of Palestine,2016,792,,792,
Italy,Stateless,2016,16,,16,
Italy,Sudan,2016,2003,,2003,
Italy,Swaziland,2016,8,,8,
Italy,Syrian Arab Rep.,2016,2613,,2613,
Italy,Tajikistan,2016,8,,8,
Italy,Thailand,2016,2,,2,
Italy,The former Yugoslav Rep. of Macedonia,2016,187,,187,
Italy,Timor-Leste,2016,4,,4,
Italy,Togo,2016,1089,,1089,
Italy,Tunisia,2016,542,,542,
Italy,Turkey,2016,2622,,2622,
Italy,Turkmenistan,2016,3,,3,
Italy,Uganda,2016,66,,66,
Italy,Ukraine,2016,3720,,3720,
Italy,United Rep. of Tanzania,2016,24,,24,
Italy,United States,2016,4,,4,
Italy,Uruguay,2016,4,,4,
Italy,Uzbekistan,2016,8,,8,
Italy,Various,2016,1251,,1251,
Italy,Venezuela (Bolivarian Republic of),2016,67,,67,
Italy,Viet Nam,2016,9,,9,
Italy,Western Sahara,2016,4,,4,
Italy,Yemen,2016,74,,74,
Italy,Zimbabwe,2016,29,,29,
Jamaica,Cuba,2016,1,1,1,1
Jamaica,Haiti,2016,8,8,8,8
Jamaica,Jordan,2016,1,1,1,1
Jamaica,Sierra Leone,2016,1,1,1,1
Jamaica,Syrian Arab Rep.,2016,4,4,4,4
Japan,Afghanistan,2016,49,16,49,16
Japan,Bangladesh,2016,27,9,27,9
Japan,Burundi,2016,8,3,8,3
Japan,Cameroon,2016,17,6,17,6
Japan,China,2016,68,23,68,23
Japan,Dem. Rep. of the Congo,2016,7,2,7,2
Japan,Ethiopia,2016,22,7,22,7
Japan,Iraq,2016,13,4,13,4
Japan,Islamic Rep. of Iran,2016,18,6,18,6
Japan,Myanmar,2016,1822,155,1822,155
Japan,Pakistan,2016,34,11,34,11
Japan,Somalia,2016,5,2,5,2
Japan,Sri Lanka,2016,59,20,59,20
Japan,Stateless,2016,9,3,9,3
Japan,Sudan,2016,15,5,15,5
Japan,Syrian Arab Rep.,2016,61,20,61,20
Japan,Turkey,2016,39,13,39,13
Japan,Various,2016,239,80,239,80
Japan,Viet Nam,2016,2,1,2,1
Jordan,Afghanistan,2016,8,8,8,8
Jordan,Algeria,2016,2,2,2,2
Jordan,Bosnia and Herzegovina,2016,9,9,9,9
Jordan,Cameroon,2016,1,1,1,1
Jordan,Central African Rep.,2016,1,1,1,1
Jordan,Congo,2016,1,1,1,1
Jordan,Egypt,2016,69,69,69,69
Jordan,Eritrea,2016,21,21,21,21
Jordan,Ethiopia,2016,6,6,6,6
Jordan,Indonesia,2016,1,1,1,1
Jordan,Iraq,2016,33118,33118,33118,33118
Jordan,Islamic Rep. of Iran,2016,7,7,7,7
Jordan,Lebanon,2016,3,3,3,3
Jordan,Libya,2016,16,16,16,16
Jordan,Morocco,2016,1,1,1,1
Jordan,Oman,2016,1,1,1,1
Jordan,Pakistan,2016,4,4,4,4
Jordan,Philippines,2016,1,1,1,1
Jordan,Russian Federation,2016,25,25,25,25
Jordan,Somalia,2016,626,626,626,626
Jordan,South Sudan,2016,11,11,11,11
Jordan,Sri Lanka,2016,5,5,5,5
Jordan,Stateless,2016,11,11,11,11
Jordan,Sudan,2016,2222,2222,2222,2222
Jordan,Syrian Arab Rep.,2016,648836,648836,648836,648836
Jordan,Tunisia,2016,8,8,8,8
Jordan,Uganda,2016,1,1,1,1
Jordan,Ukraine,2016,2,2,2,2
Jordan,Yemen,2016,180,180,180,180
Kazakhstan,Afghanistan,2016,599,599,599,599
Kazakhstan,China,2016,6,6,6,6
Kazakhstan,Egypt,2016,1,1,1,1
Kazakhstan,Ethiopia,2016,1,1,1,1
Kazakhstan,State of Palestine,2016,2,2,2,2
Kazakhstan,Syrian Arab Rep.,2016,19,19,19,19
Kazakhstan,Turkmenistan,2016,1,1,1,1
Kazakhstan,Uzbekistan,2016,23,23,23,23
